latitude,longitude,event_date,elevation,slope
21.487582,97.569299,07-01-2015 00:00,1278,11.96
33.022662,78.141247,05-11-2013 00:00,5464,6.22
22.677269,85.404645,29-08-2013 00:00,512,7.01
31.38936,78.536513,16-02-2009 00:00,4612,14.96
36.505106,85.538151,03-06-2010 00:00,4901,6.13
28.091323,88.597735,04-12-2015 00:00,5446,15.41
19.609534,80.612429,05-12-2010 00:00,476,18.13
33.973547,65.007606,02-04-2012 00:00,2767,28.11
33.889059,73.422489,16-04-2013 00:00,1632,12.23
34.708504,84.397051,15-04-2014 00:00,5420,8.28
21.832992,79.38706,05-09-2013 00:00,522,5.17
25.289549,92.720845,13-03-2016 00:00,1195,9
32.148633,66.077613,19-07-2008 00:00,1755,8.78
28.505742,87.902655,23-03-2008 00:00,4528,17.68
21.557722,79.013669,24-05-2010 00:00,401,10.11
32.65615,69.505217,25-02-2016 00:00,2526,21.9
28.243502,60.507827,21-12-2010 00:00,1709,22.82
21.693592,76.178985,01-12-2007 00:00,377,5.42
34.858326,66.091676,06-02-2010 00:00,3422,20.02
31.219511,91.470114,14-10-2014 00:00,4561,6.1
35.472247,73.166401,21-06-2010 00:00,1211,38.39
19.207951,95.738915,20-02-2012 00:00,242,7.37
30.968794,81.13818,24-07-2009 00:00,4716,6.28
36.467966,71.651806,02-11-2016 00:00,4930,31.95
32.017349,92.679315,22-08-2016 00:00,4635,6.81
11.497222,75.648349,12-08-2010 00:00,10,8.61
35.9023,67.15915,24-10-2009 00:00,1841,15.61
35.865003,77.701531,06-06-2011 00:00,5479,30.94
37.659255,66.799339,15-10-2013 00:00,941,25.76
24.615794,96.049479,31-03-2008 00:00,195,15.39
34.252515,76.783697,19-03-2016 00:00,3807,27.99
38.444761,66.226695,22-07-2011 00:00,751,5.95
38.373491,94.427748,11-11-2007 00:00,3429,20.65
36.689812,79.641127,16-06-2010 00:00,2882,42.3
38.391134,70.863818,12-04-2015 00:00,2684,34.98
32.289612,69.382806,09-02-2008 00:00,1551,6.61
30.068812,79.948297,12-07-2012 00:00,2763,20.74
38.414034,74.691938,19-01-2015 00:00,4921,26.47
35.871387,97.563078,08-12-2010 00:00,3708,18.57
38.543955,75.194055,07-11-2009 00:00,4744,16.27
33.549682,78.199231,18-02-2010 00:00,5178,37.61
38.522393,67.454693,05-09-2013 00:00,2654,32.29
35.203251,80.154209,08-05-2010 00:00,5086,18.47
35.921498,70.833759,20-04-2016 00:00,4751,32.69
18.766783,96.249466,11-12-2012 00:00,184,5.04
4.252101,96.536289,10-06-2017 00:00,498,19.91
27.154781,96.878553,05-03-2010 00:00,1329,20.45
25.483247,97.979574,30-03-2011 00:00,879,16
20.625454,73.81511,28-05-2015 00:00,544,10.5
32.381591,95.053893,21-01-2010 00:00,4820,10.46
23.964171,77.175253,28-06-2015 00:00,421,11.02
34.503918,61.34537,06-05-2017 00:00,819,5.65
22.949558,82.825802,13-09-2013 00:00,541,6.81
25.576418,96.146558,03-07-2013 00:00,472,21.23
33.266455,92.846199,09-02-2013 00:00,4779,6.1
33.885431,95.737789,05-02-2014 00:00,4858,10.55
28.468417,94.579799,05-02-2008 00:00,1383,23.59
28.354889,82.976423,15-11-2008 00:00,3019,20.16
35.736653,78.557868,15-02-2008 00:00,5631,33.23
38.282346,87.171918,25-09-2014 00:00,1706,10.34
31.831988,95.014639,10-04-2016 00:00,4831,37.41
31.185452,70.052044,22-02-2014 00:00,1357,18.62
23.258178,96.791822,09-10-2010 00:00,528,26.46
38.239578,72.242054,29-02-2016 00:00,3340,25.97
33.857286,79.587836,31-01-2014 00:00,4958,7.82
27.541111,97.677516,19-09-2013 00:00,1979,44.57
30.562769,79.815484,16-08-2014 00:00,3707,34.59
38.018732,73.141177,02-02-2017 00:00,5433,44.83
26.138465,94.273234,27-01-2011 00:00,826,8.06
33.756291,72.029811,05-11-2014 00:00,589,32.11
38.809458,74.87907,07-09-2007 00:00,3378,37.82
33.19677,94.069523,22-09-2008 00:00,4742,8.15
17.007891,94.618924,08-03-2010 00:00,72,11.5
30.573998,85.196318,09-12-2010 00:00,5054,14.59
38.519476,85.67564,04-06-2012 00:00,1140,7.94
27.455914,85.161635,31-12-2007 00:00,857,23.35
37.619305,96.414343,13-03-2013 00:00,4068,9.32
30.104377,63.947637,28-12-2008 00:00,895,5.72
23.772763,80.993298,25-08-2010 00:00,459,5.47
34.44741,89.72486,14-07-2007 00:00,5407,26.07
34.952313,75.086585,01-10-2009 00:00,3969,44.37
34.608024,66.75659,09-08-2015 00:00,3417,16.6
21.548369,75.273792,11-12-2008 00:00,474,13.2
38.446774,66.253064,03-02-2013 00:00,751,6.4
23.220255,93.94792,27-10-2009 00:00,272,21.82
29.430518,85.484991,08-06-2013 00:00,5221,29.12
30.766377,89.824284,18-08-2013 00:00,5029,17.92
37.669639,68.558739,03-03-2011 00:00,423,5.25
18.51658,75.596852,05-10-2007 00:00,620,5.52
21.486869,81.401734,17-03-2010 00:00,277,5.65
25.818737,93.921471,03-08-2014 00:00,531,11.16
33.49387,69.620726,01-07-2016 00:00,2573,25.31
32.828057,94.659922,07-12-2015 00:00,4906,14.95
34.941137,68.876327,25-03-2016 00:00,2752,13.59
36.406037,81.644543,26-10-2013 00:00,2377,6.83
25.122442,87.709081,28-08-2009 00:00,257,20.54
16.907369,73.966003,26-02-2013 00:00,575,5.28
32.931388,93.691353,29-06-2015 00:00,4778,7.65
26.893207,73.888134,01-04-2016 00:00,328,5.82
34.706239,82.924356,29-10-2009 00:00,5214,11.21
19.323605,94.257074,22-11-2016 00:00,490,14.08
34.746235,72.11874,08-04-2009 00:00,1281,12.29
29.515718,60.049658,05-03-2015 00:00,2025,19.92
29.847543,88.610345,11-11-2013 00:00,4820,18.32
20.16601,93.790393,26-08-2012 00:00,506,19.81
29.975769,81.828823,18-11-2008 00:00,2829,22.58
28.737476,82.816745,16-12-2014 00:00,3166,13.89
27.835341,62.32244,08-01-2016 00:00,1445,14.4
30.428821,70.453726,05-11-2016 00:00,510,20.37
30.706794,74.732752,09-09-2016 00:00,200,5.33
23.519972,95.02638,03-08-2008 00:00,375,18.06
28.562614,95.589482,29-04-2012 00:00,1539,36.7
26.041559,97.858544,16-01-2013 00:00,334,32.68
34.379839,76.049801,02-10-2007 00:00,4494,36.22
27.361534,90.908904,04-11-2008 00:00,2091,31.99
36.391854,84.186186,16-03-2013 00:00,5020,22.38
27.803619,83.64781,24-01-2007 00:00,899,11.98
35.474772,82.080439,10-10-2009 00:00,6108,26.81
35.686561,66.342485,12-07-2011 00:00,3327,36.88
34.936718,68.498661,14-02-2010 00:00,2401,33.15
33.537529,97.275526,05-12-2010 00:00,4634,28.55
26.209061,61.125282,18-07-2011 00:00,513,5.82
28.807315,85.192293,29-09-2011 00:00,4954,29.43
7.201375,81.166545,18-01-2014 00:00,236,9.96
26.401392,78.199596,14-10-2009 00:00,198,9.62
28.213129,87.31321,06-07-2008 00:00,5083,24.49
29.591353,81.62103,12-11-2015 00:00,3777,40.6
29.89272,90.970474,28-08-2015 00:00,4286,41.36
34.598869,66.804306,08-08-2015 00:00,3074,22.85
35.326771,62.486916,14-11-2007 00:00,745,9.25
33.541486,80.464602,21-10-2012 00:00,4493,7.37
28.039462,92.959758,02-09-2012 00:00,3847,40.01
35.367727,96.049571,10-11-2016 00:00,4491,6.75
35.164847,77.171227,03-04-2014 00:00,5337,60.55
36.537384,72.226615,13-01-2011 00:00,4304,30.36
31.208878,92.241843,27-10-2016 00:00,4837,10.94
29.488228,82.883628,01-05-2013 00:00,3918,43.46
36.566088,76.662428,20-09-2011 00:00,5004,22.89
30.197706,87.970857,20-06-2014 00:00,5279,33.27
36.443629,81.376443,20-04-2008 00:00,1974,6.18
22.674154,85.129537,23-08-2016 00:00,431,5.5
34.24801,95.894393,25-10-2013 00:00,4776,12.62
23.528395,81.502853,21-10-2016 00:00,622,14.71
20.669315,94.110448,13-10-2009 00:00,336,17.29
32.389085,81.377383,16-03-2007 00:00,5046,12.16
31.16607,84.671698,11-12-2010 00:00,5438,14.66
35.57489,65.96174,01-04-2016 00:00,2820,17.43
36.713436,60.310485,23-06-2015 00:00,806,15.72
24.264841,76.962965,05-05-2007 00:00,485,7.89
29.302426,86.872728,24-07-2016 00:00,5091,22.93
38.297528,71.29231,17-09-2012 00:00,2367,43.81
37.976998,74.183982,25-01-2012 00:00,4226,19.75
33.818487,90.706746,05-04-2010 00:00,5245,14.26
34.965283,62.615707,08-05-2012 00:00,965,16.5
31.60917,96.993654,27-10-2007 00:00,4338,18.51
27.528534,97.398294,05-06-2014 00:00,422,7.27
10.102666,76.72811,11-06-2010 00:00,73,6.91
23.209557,93.675529,26-05-2009 00:00,1261,14.89
37.62204,86.332562,18-08-2010 00:00,3520,35.64
20.204792,84.500923,13-12-2011 00:00,390,10.38
29.449951,91.27104,22-03-2012 00:00,4736,25.22
34.61485,97.670315,25-02-2012 00:00,4625,10.34
38.186594,71.53905,30-07-2017 00:00,3978,46.38
34.066332,96.351457,25-05-2014 00:00,4355,14.88
31.576722,90.733594,16-05-2010 00:00,4822,7.81
29.197582,92.254474,14-05-2008 00:00,5301,25.13
30.918289,95.82234,26-12-2016 00:00,3891,45.67
27.851892,92.750953,09-10-2011 00:00,3988,27.11
19.297094,97.324041,06-08-2013 00:00,594,15.62
31.455521,97.791583,15-07-2009 00:00,4517,33.97
36.479949,73.73283,02-11-2016 00:00,4006,33.27
35.200184,63.870914,19-06-2013 00:00,1112,23.37
26.157175,63.603506,31-01-2014 00:00,882,14.08
30.453415,93.125336,10-10-2013 00:00,4871,26.19
37.898768,90.543106,02-10-2013 00:00,3364,5.08
30.183315,65.215167,19-05-2012 00:00,967,8.25
24.737183,97.103649,22-07-2010 00:00,323,13.95
26.613319,94.628725,08-07-2015 00:00,276,26.29
37.63477,76.60564,13-10-2012 00:00,2242,20.17
35.750946,74.224622,27-11-2014 00:00,3619,24
17.321029,97.943856,09-01-2013 00:00,689,25.46
10.255614,76.664913,12-08-2014 00:00,218,21.1
26.923596,97.950955,06-11-2013 00:00,1721,26.4
10.942405,76.268527,07-08-2011 00:00,50,5.81
32.192635,79.809974,05-06-2009 00:00,5786,7.45
33.261455,65.99684,17-12-2014 00:00,2034,25.24
30.399923,78.43798,21-10-2011 00:00,975,21.48
36.211062,77.334828,02-11-2010 00:00,5327,19.93
35.476255,72.111241,13-03-2010 00:00,4185,6.31
20.873144,84.863686,17-01-2007 00:00,296,24.94
30.538757,62.147216,04-02-2011 00:00,482,6.03
27.818135,93.507027,15-07-2012 00:00,1398,6.84
35.936439,77.38548,10-10-2008 00:00,5335,32.74
36.68397,73.079618,19-12-2016 00:00,5698,16.88
28.454639,90.058448,26-03-2013 00:00,5312,24.44
25.692387,83.967463,30-03-2010 00:00,66,5.62
23.384268,80.353986,28-06-2012 00:00,417,5.46
36.175818,80.080116,29-07-2010 00:00,3703,6.22
32.468022,82.524388,31-12-2013 00:00,4784,21.22
27.332748,93.436139,06-02-2009 00:00,1843,22.1
36.317961,92.715762,05-07-2007 00:00,4510,24.27
32.819897,84.316871,02-09-2012 00:00,5005,17.38
36.060015,96.302071,10-07-2009 00:00,3972,24.66
27.031973,96.869196,15-01-2016 00:00,2686,48.85
34.253696,74.085282,22-09-2009 00:00,4080,9.45
35.731747,76.578738,03-02-2017 00:00,5619,47.86
27.445545,90.976153,12-07-2009 00:00,3706,18.72
30.478291,79.553134,26-06-2012 00:00,3446,39.99
22.322094,92.409402,17-10-2008 00:00,197,29.3
25.851416,90.683473,01-03-2007 00:00,251,14.84
36.044904,66.558852,08-08-2015 00:00,1164,14.61
19.105208,80.354491,09-09-2007 00:00,310,10.92
20.8847,73.638971,06-10-2010 00:00,284,16.7
35.877745,70.967546,20-04-2014 00:00,5135,35.7
21.290527,74.362855,27-11-2012 00:00,327,5.49
37.131379,77.357252,24-05-2015 00:00,2965,8.28
37.008012,84.549954,17-03-2017 00:00,2914,34.19
17.725131,97.784366,04-07-2015 00:00,208,20.64
38.738284,88.930332,11-10-2008 00:00,2566,36.48
12.459325,75.830787,10-04-2016 00:00,972,7.79
4.973259,96.585696,31-12-2010 00:00,277,11.7
10.301399,76.62169,05-09-2010 00:00,342,11.51
7.290518,80.35629,20-08-2016 00:00,204,15.46
11.758594,77.746254,16-02-2012 00:00,774,7.24
32.590792,86.879197,27-01-2008 00:00,5142,6
28.189123,97.732414,03-11-2007 00:00,3077,37.46
35.571624,80.598223,11-01-2011 00:00,6098,37.03
