latitude,longitude,event_date,elevation,slope,aspect,curvature
36.026376,94.137732,2017-06-18 00:00:00,5025.0,89.99899291992188,115.34617614746094,6480000000.0
35.185306,69.374044,2011-08-14 00:00:00,2355.0,89.99851989746094,297.758544921875,1296000000.0
4.239387,96.495173,2014-05-28 00:00:00,256.0,89.99906158447266,203.5323486328125,10368000000.0
30.029906,79.599836,2008-03-27 00:00:00,1842.0,89.9983901977539,161.56504821777344,5184000000.0
37.429962,73.088474,2017-01-17 00:00:00,4349.0,89.99803924560547,236.3099365234375,-2592000000.0
37.065898,75.381709,2008-06-26 00:00:00,4523.0,89.99891662597656,61.03994369506836,2592000000.0
25.902825,67.357281,2012-11-01 00:00:00,282.0,89.99476623535156,80.53768157958984,3888000000.0
37.679284,75.440351,2008-07-20 00:00:00,4349.0,89.998046875,318.73138427734375,3888000000.0
30.469418,86.522227,2014-06-26 00:00:00,5645.0,89.99880981445312,155.1125946044922,-16848000000.0
26.531874,63.500628,2009-06-05 00:00:00,1020.0,89.99890899658203,191.88865661621094,6480000000.0
3.165013,97.445846,2016-01-01 00:00:00,660.0,89.99897766113281,104.9314193725586,-25920000000.0
29.065861,91.029257,2008-12-15 00:00:00,5260.0,89.99826049804688,59.574214935302734,14256000000.0
28.506065,60.91149,2007-03-22 00:00:00,1818.0,89.995361328125,146.88865661621094,-0.0
28.625019,81.731402,2009-01-19 00:00:00,1523.0,89.9986801147461,207.09555053710938,6480000000.0
22.409155,84.583261,2016-04-06 00:00:00,272.0,89.97152709960938,296.5650634765625,-6480000000.0
31.70041,78.914377,2011-12-06 00:00:00,3514.0,89.99938201904297,175.25949096679688,-12960000000.0
28.459157,91.186022,2012-06-14 00:00:00,4980.0,89.99895477294922,53.69550323486328,16848000000.0
35.135489,72.519588,2011-12-06 00:00:00,1473.0,89.99826049804688,87.6467056274414,-6480000000.0
38.511876,85.595456,2016-06-26 00:00:00,1153.0,89.99210357666016,240.25511169433594,7776000000.0
35.871979,63.443585,2013-05-06 00:00:00,535.0,89.99884796142578,118.65182495117188,-14256000000.0
19.168717,96.950344,2016-06-08 00:00:00,946.0,89.99543762207031,14.534455299377441,11664000000.0
29.17193,92.952958,2008-02-16 00:00:00,5185.0,89.998779296875,347.82855224609375,-44063997952.0
17.529075,81.319853,2014-09-26 00:00:00,232.0,89.99925994873047,141.59991455078125,-16848000000.0
23.33081,94.493688,2011-12-02 00:00:00,231.0,89.99484252929688,21.370622634887695,5184000000.0
37.038882,82.344193,2013-11-16 00:00:00,1449.0,89.99454498291016,239.03623962402344,10368000000.0
3.107413,97.745832,2011-07-08 00:00:00,347.0,89.99501037597656,78.69007110595703,12960000000.0
35.512515,85.791389,2010-04-19 00:00:00,5132.0,89.99503326416016,321.3401794433594,-3888000000.0
38.37986,75.0118,2011-07-26 00:00:00,3685.0,89.99099731445312,188.13009643554688,10368000000.0
34.435651,81.529985,2009-05-16 00:00:00,5585.0,89.99837493896484,241.79837036132812,-9072000000.0
22.816562,92.085265,2014-04-20 00:00:00,46.0,89.9920425415039,180.0,6480000000.0
24.155561,93.545961,2007-05-13 00:00:00,689.0,89.99878692626953,132.678466796875,-15552000000.0
35.301178,68.938663,2010-11-23 00:00:00,3808.0,89.9964370727539,11.309932708740234,6480000000.0
33.055395,86.582019,2007-07-07 00:00:00,5792.0,89.99563598632812,264.0938720703125,-1296000000.0
28.667834,64.045891,2009-11-22 00:00:00,850.0,89.99454498291016,30.963756561279297,1296000000.0
32.297598,85.525677,2012-01-18 00:00:00,4977.0,89.99711608886719,264.8055725097656,-2592000000.0
25.445408,95.387273,2015-09-30 00:00:00,154.0,89.99675750732422,75.25643920898438,3888000000.0
26.00163,67.091201,2015-06-14 00:00:00,359.0,89.99654388427734,42.797401428222656,1296000000.0
27.332654,86.76913,2016-09-16 00:00:00,956.0,89.99927520751953,61.831668853759766,-5184000000.0
23.571449,94.066498,2012-12-07 00:00:00,394.0,89.99806213378906,250.46334838867188,7776000000.0
18.118041,96.142834,2012-02-25 00:00:00,191.0,89.99591064453125,312.3974304199219,-5184000000.0
26.457646,94.724498,2010-03-09 00:00:00,525.0,89.99846649169922,301.20050048828125,-3888000000.0
34.818615,65.258832,2012-05-06 00:00:00,2547.0,89.99646759033203,123.69007110595703,-3888000000.0
36.066425,71.34975,2007-05-28 00:00:00,3416.0,89.99909973144531,81.8698959350586,6480000000.0
32.315663,78.586844,2015-04-19 00:00:00,4942.0,89.99884033203125,347.8686828613281,-6480000000.0
25.610936,95.048882,2011-08-03 00:00:00,2058.0,89.99951171875,320.30731201171875,-29808001024.0
29.903322,96.291934,2015-11-23 00:00:00,5224.0,89.99845886230469,202.83364868164062,-6480000000.0
28.629285,65.003104,2014-10-13 00:00:00,985.0,89.9972915649414,60.70863723754883,9072000000.0
25.696544,66.370214,2008-10-09 00:00:00,8.0,89.99005889892578,218.65980529785156,-5184000000.0
29.593372,92.685272,2011-10-11 00:00:00,5298.0,89.99932861328125,136.70980834960938,1296000000.0
20.89677,93.432003,2017-02-14 00:00:00,489.0,89.9986343383789,134.13194274902344,-9072000000.0
34.517682,96.8277,2011-11-21 00:00:00,4770.0,89.99713134765625,75.65066528320312,-2592000000.0
31.754858,89.816525,2011-07-01 00:00:00,4718.0,89.99739074707031,15.461217880249023,-1296000000.0
27.716374,65.810085,2011-01-17 00:00:00,1725.0,89.99861907958984,245.65890502929688,-3888000000.0
25.005965,92.781145,2014-01-31 00:00:00,578.0,89.99722290039062,281.3099365234375,6480000000.0
27.885719,61.385839,2014-01-31 00:00:00,1606.0,89.99437713623047,45.0,15552000000.0
31.517109,77.912103,2010-11-17 00:00:00,2650.0,89.99949645996094,293.7329406738281,-84239998976.0
19.663877,95.912039,2009-05-16 00:00:00,176.0,89.99694061279297,9.688786506652832,-5184000000.0
26.958388,93.388137,2016-07-02 00:00:00,227.0,89.99807739257812,115.01689147949219,11664000000.0
38.661943,89.369585,2014-06-28 00:00:00,3354.0,89.99742126464844,201.37062072753906,2592000000.0
33.542826,67.619762,2010-10-16 00:00:00,3680.0,89.99761962890625,57.200469970703125,7776000000.0
25.195944,92.736206,2014-03-06 00:00:00,1206.0,89.99758911132812,52.69605255126953,-3888000000.0
29.102511,96.609815,2013-10-09 00:00:00,3922.0,89.99944305419922,202.87005615234375,12960000000.0
26.660307,80.363622,2013-10-15 00:00:00,120.0,89.99501037597656,348.6900634765625,-2592000000.0
34.534768,66.273847,2015-10-11 00:00:00,3102.0,89.99501037597656,115.55996704101562,-6480000000.0
27.186637,89.415032,2011-04-12 00:00:00,3064.0,89.99810791015625,95.96448516845703,-11664000000.0
33.348683,77.149262,2014-06-13 00:00:00,4926.0,89.9990463256836,324.76177978515625,10368000000.0
17.934232,78.510491,2008-10-26 00:00:00,538.0,89.99520874023438,250.2011260986328,3888000000.0
19.680609,83.000159,2013-01-02 00:00:00,561.0,89.99807739257812,208.88658142089844,-1296000000.0
24.164972,74.158424,2011-07-11 00:00:00,402.0,89.99262237548828,100.00798034667969,18144000000.0
31.474003,86.341432,2017-06-16 00:00:00,5666.0,89.99637603759766,355.1009216308594,-1296000000.0
23.660376,94.819885,2014-03-26 00:00:00,372.0,89.99739074707031,74.53878021240234,-0.0
36.111217,97.71,2013-02-17 00:00:00,2969.0,89.99474334716797,141.7098388671875,-1296000000.0
22.90355,92.859943,2013-03-23 00:00:00,558.0,89.99810028076172,89.14490509033203,7776000000.0
33.906468,64.337531,2014-07-28 00:00:00,2579.0,89.9933090209961,266.9872131347656,19440001024.0
28.661571,97.432691,2014-09-29 00:00:00,3441.0,89.99893188476562,134.31793212890625,5184000000.0
24.891761,92.717914,2007-10-26 00:00:00,19.0,89.99484252929688,201.37062072753906,2592000000.0
33.927377,71.281107,2014-12-02 00:00:00,882.0,89.99474334716797,51.709835052490234,-0.0
32.679682,92.677749,2016-02-20 00:00:00,5338.0,89.99793243408203,98.3929214477539,6480000000.0
25.435054,79.536571,2012-10-27 00:00:00,175.0,89.99590301513672,345.0685729980469,-2592000000.0
30.683254,88.283165,2017-03-04 00:00:00,5253.0,89.99776458740234,344.744873046875,9072000000.0
24.030705,73.796152,2012-10-21 00:00:00,362.0,89.99880981445312,38.1572265625,-6480000000.0
32.941678,82.260468,2009-07-28 00:00:00,4893.0,89.99689483642578,315.0,5184000000.0
35.635244,66.328785,2012-10-13 00:00:00,3349.0,89.99893188476562,48.40644454956055,-0.0
28.596028,64.957844,2010-11-09 00:00:00,1191.0,89.99897766113281,344.1808166503906,12960000000.0
36.780088,77.473056,2012-09-21 00:00:00,4391.0,89.99917602539062,199.3780059814453,14256000000.0
11.788713,92.715936,2008-02-29 00:00:00,50.0,89.99491119384766,2.2906100749969482,-11664000000.0
27.741364,87.550559,2011-09-24 00:00:00,4702.0,89.99909973144531,268.7811279296875,-11664000000.0
34.465883,76.973966,2010-07-11 00:00:00,5527.0,89.9987564086914,162.97947692871094,19440001024.0
31.608847,73.892852,2009-02-10 00:00:00,205.0,89.99117279052734,56.309932708740234,11664000000.0
23.493198,92.238394,2017-04-07 00:00:00,254.0,89.99842834472656,273.53228759765625,-18144000000.0
22.385382,86.556163,2010-07-07 00:00:00,182.0,89.99665832519531,13.671307563781738,-3888000000.0
31.096249,77.859,2014-01-28 00:00:00,3093.0,89.99781799316406,218.0470428466797,-6480000000.0
36.786216,76.650876,2014-07-08 00:00:00,5179.0,89.9971694946289,249.14553833007812,5184000000.0
30.248962,95.097805,2016-02-18 00:00:00,3246.0,89.99895477294922,135.66619873046875,14256000000.0
33.873145,83.403148,2015-07-20 00:00:00,4997.0,89.99676513671875,66.03751373291016,1296000000.0
7.836033,80.344643,2010-01-11 00:00:00,154.0,89.99870300292969,220.03025817871094,-11664000000.0
23.27751,96.161251,2014-11-12 00:00:00,392.0,89.99867248535156,12.011478424072266,-10368000000.0
33.14855,67.418297,2011-03-30 00:00:00,2659.0,89.99689483642578,136.9749298095703,-5184000000.0
19.983271,95.721614,2007-07-13 00:00:00,339.0,89.99813079833984,356.633544921875,7776000000.0
30.857584,77.37423,2016-02-24 00:00:00,2123.0,89.99938201904297,192.61932373046875,-7776000000.0
28.542218,93.375216,2017-08-14 00:00:00,4383.0,89.99694061279297,54.782405853271484,-6480000000.0
30.154359,94.959941,2016-10-08 00:00:00,2773.0,89.99898529052734,337.52056884765625,-1296000000.0
35.183688,97.422352,2016-06-09 00:00:00,4642.0,89.99790954589844,41.00908660888672,-9072000000.0
36.118003,95.751071,2013-07-26 00:00:00,4271.0,89.99681854248047,167.00538635253906,9072000000.0
29.52845,66.678043,2015-05-05 00:00:00,1935.0,89.99852752685547,100.00798034667969,-1296000000.0
27.604025,71.342387,2009-12-21 00:00:00,128.0,89.99408721923828,158.19859313964844,-7776000000.0
31.359244,80.667881,2017-02-15 00:00:00,5682.0,89.99853515625,270.6585388183594,19440001024.0
33.834903,73.457927,2015-09-18 00:00:00,1672.0,89.99864196777344,213.6900634765625,-6480000000.0
26.616033,66.043302,2008-04-14 00:00:00,820.0,89.99705505371094,283.3924865722656,-7776000000.0
35.299665,75.525577,2016-06-02 00:00:00,2383.0,89.99639892578125,118.73979187011719,-2592000000.0
32.642249,75.704126,2007-06-29 00:00:00,1709.0,89.99867248535156,353.3951721191406,-3888000000.0
35.398802,73.899529,2015-09-27 00:00:00,2626.0,89.99768829345703,74.1974868774414,23328000000.0
36.209781,95.978355,2008-05-17 00:00:00,4239.0,89.99909973144531,174.7322998046875,3888000000.0
32.217457,60.696935,2008-08-28 00:00:00,1006.0,89.99640655517578,196.38954162597656,5184000000.0
36.761462,93.308301,2011-12-11 00:00:00,2995.0,89.99430847167969,79.69515228271484,10368000000.0
38.694474,68.157567,2012-07-25 00:00:00,2164.0,89.99813842773438,100.98065185546875,15552000000.0
34.15228,92.180035,2010-07-30 00:00:00,4762.0,89.99549865722656,45.0,-2592000000.0
20.361188,97.524086,2016-08-06 00:00:00,1264.0,89.99573516845703,283.5704345703125,7776000000.0
34.333566,62.960779,2014-06-20 00:00:00,1775.0,89.99920654296875,247.7360076904297,-7776000000.0
25.365395,94.952621,2016-04-03 00:00:00,1509.0,89.99842071533203,84.2894058227539,-6480000000.0
37.104514,73.030866,2013-10-19 00:00:00,4737.0,89.99812316894531,163.70594787597656,-9072000000.0
29.025265,92.08664,2009-06-30 00:00:00,4588.0,89.99942016601562,347.35784912109375,-9072000000.0
21.580099,96.654769,2008-09-14 00:00:00,491.0,89.99735260009766,43.31531524658203,-7776000000.0
38.338817,73.330735,2009-08-12 00:00:00,3933.0,89.99908447265625,124.48737335205078,12960000000.0
26.288416,72.377182,2009-02-12 00:00:00,228.0,89.99476623535156,350.5376892089844,-6480000000.0
26.945615,67.002989,2007-03-29 00:00:00,891.0,89.99768829345703,62.969139099121094,-1296000000.0
38.057727,88.250289,2016-12-16 00:00:00,4064.0,89.9972152709961,298.810791015625,-3888000000.0
27.998389,85.770693,2015-09-08 00:00:00,3216.0,89.99835205078125,63.103763580322266,5184000000.0
36.533514,83.246403,2015-04-22 00:00:00,4131.0,89.9993896484375,161.56504821777344,15552000000.0
34.919581,63.289422,2015-04-08 00:00:00,1165.0,89.99651336669922,9.462322235107422,12960000000.0
35.89189,63.265551,2014-09-24 00:00:00,605.0,89.9986572265625,96.07245635986328,-7776000000.0
38.499029,74.164939,2008-02-23 00:00:00,3881.0,89.99404907226562,127.40535736083984,-1296000000.0
32.175783,81.256707,2009-08-23 00:00:00,4610.0,89.99747467041016,33.690067291259766,-9072000000.0
33.982401,75.601197,2007-11-03 00:00:00,4509.0,89.9992904663086,161.36187744140625,-6480000000.0
38.370347,79.100754,2008-11-03 00:00:00,1218.0,89.99567413330078,80.21759033203125,2592000000.0
29.948549,93.983372,2012-08-17 00:00:00,4912.0,89.99885559082031,207.2553253173828,3888000000.0
32.857722,75.316828,2010-12-14 00:00:00,985.0,89.99849700927734,168.4248046875,-0.0
35.177696,65.660822,2013-04-13 00:00:00,3222.0,89.99589538574219,249.22775268554688,7776000000.0
31.89956,64.966582,2016-07-07 00:00:00,1397.0,89.99909973144531,248.49856567382812,20736000000.0
35.23412,77.675105,2014-01-16 00:00:00,5796.0,89.99923706054688,303.3106384277344,-16848000000.0
34.908001,70.758773,2007-02-20 00:00:00,1810.0,89.99913787841797,359.22576904296875,1296000000.0
27.744538,84.812722,2009-10-08 00:00:00,533.0,89.99736022949219,346.82745361328125,-20736000000.0
34.550664,92.784949,2008-01-24 00:00:00,4821.0,89.99776458740234,217.87498474121094,2592000000.0
35.231855,65.140379,2010-05-15 00:00:00,3053.0,89.9986801147461,318.366455078125,9072000000.0
33.737678,78.506613,2016-04-05 00:00:00,6161.0,89.99707794189453,350.7538757324219,2592000000.0
15.121029,76.452177,2009-05-11 00:00:00,634.0,89.9959716796875,251.56504821777344,-5184000000.0
23.335021,92.764535,2008-12-17 00:00:00,487.0,89.99932098388672,15.736135482788086,25920000000.0
